cave,country,countryCode,county,id,latitude,locations,longitude,name,names,region,riggings,massifs,massif
Bear Mountain Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90613,36.548531,,-93.11781,Bear Mountain Cave,Bear Mountain Cave,Missouri,,,
Bollin's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90614,36.536571,,-93.12222,Bollin's Cave,Bollin's Cave,Missouri,,,
Cathedral Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90615,36.624549,,-93.033105,Cathedral Cave,Cathedral Cave,Missouri,,,
Cole Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90616,36.56694,,-92.82972,Cole Cave,Cole Cave,Missouri,,,
Jackson Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90617,36.795265,,-93.238006,Jackson Cave,Jackson Cave,Missouri,,,
Jones Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90618,36.530571,,-93.253284,Jones Cave,Jones Cave,Missouri,,,
Kether Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90619,36.753567,,-93.166208,Kether Cave,Kether Cave,Missouri,,,
Mine or Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90620,36.540881,,-93.256631,Mine or Cave,Mine or Cave,Missouri,,,
Murder Rock Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90621,36.562324,,-93.179426,Murder Rock Cave,Murder Rock Cave,Missouri,,,
Owen Road Caves,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90622,36.636124,,-93.246374,Owen Road Caves,Owen Road Caves,Missouri,,,
Pine Top Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90623,36.526674,,-93.1599,Pine Top Cave,Pine Top Cave,Missouri,,,
Swan Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90624,36.80922304,,-93.05534037,Swan Cave,Swan Cave,Missouri,,,
Tumbling Creek Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90625,36.557985,,-92.806175,Tumbling Creek Cave,Tumbling Creek Cave,Missouri,,,
Water Fall Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90626,36.56584,,-93.172903,Water Fall Cave,Water Fall Cave,Missouri,,,
Wender Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90627,36.745315,,-93.300576,Wender Cave,Wender Cave,Missouri,,,
Wonder Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Taney County,90628,36.74611,,-93.30083,Wonder Cave,Wonder Cave,Missouri,,,
Bear Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90629,37.054869,,-91.685929,Bear Cave,Bear Cave,Missouri,,,
Blankenship Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90630,37.362483,,-91.983504,Blankenship Cave,Blankenship Cave,Missouri,,,
Brandon Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90631,37.35480663,,-91.8804514,Brandon Cave,Brandon Cave,Missouri,,,
Chimney Rock Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90632,37.074902,,-91.722407,Chimney Rock Cave,Chimney Rock Cave,Missouri,,,
Daniel's Sink,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90633,37.574855,,-92.125683,Daniel's Sink,Daniel's Sink,Missouri,,,
Lancaster Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90634,37.41333,,-91.655,Lancaster Cave,Lancaster Cave,Missouri,,,
Little Paddy Spring Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90635,37.5134702,,-92.11480875,Little Paddy Spring Cave,Little Paddy Spring Cave,Missouri,,,
Onyx Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90636,37.10056,,-92.14722,Onyx Cave,Onyx Cave,Missouri,,,
Rattlesnake Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90637,37.08495787,,-91.78874084,Rattlesnake Cave,Rattlesnake Cave,Missouri,,,
Simmons Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90638,37.26,,-92.02167,Simmons Cave,Simmons Cave,Missouri,,,
Slabtown Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90639,37.567814,,-92.031097,Slabtown Cave,Slabtown Cave,Missouri,,,
Stallcup Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90640,37.36667,,-92.18333,Stallcup Cave,Stallcup Cave,Missouri,,,
Sycamore Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90641,37.34140144,,-91.97343317,Sycamore Cave,Sycamore Cave,Missouri,,,
Venable Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90642,37.438781,,-91.993718,Venable Cave,Venable Cave,Missouri,,,
Weber Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90643,37.52828949,,-92.00981321,Weber Cave,Weber Cave,Missouri,,,
Wildcat Cave #2,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Texas County,90644,37.47122867,,-91.98427313,Wildcat Cave #2,Wildcat Cave #2,Missouri,,,
Dry Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Washington County,90645,38.00202266,,-91.04778687,Dry Cave,Dry Cave,Missouri,,,
Finney Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Washington County,90646,38.02713161,,-91.06009746,Finney Cave,Finney Cave,Missouri,,,
Hamilton Cave Little,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Washington County,90647,38.17009291,,-91.07445167,Hamilton Cave Little,Hamilton Cave Little,Missouri,,,
Great Scott Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Washington County,90648,38.092,,-91.002,Great Scott Cave,Great Scott Cave,Missouri,,,
Green's Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Washington County,90649,38.18417,,-91.09333,Green's Cave,Green's Cave,Missouri,,,
Hamilton Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Washington County,90650,38.16881,,-91.077948,Hamilton Cave,Hamilton Cave,Missouri,,,
Wet Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Washington County,90651,38.00290901,,-91.04802683,Wet Cave,Wet Cave,Missouri,,,
Witts Cave,"United States, United States, Estados Unidos, Etats-Unis, Vereinigte Staaten von Amerika, Съединените Американски Щати (САЩ), Stati Uniti d'America, Estats Units d'Amèrica, Verenigde Staten van Amerika, United States",USA,Washington County,90652,38.10205808,,-91.08604547,Witts Cave,Witts Cave,Missouri,,,
